timestamp,person_count,intrusions_today,alert_level
2026-02-07T13:35:06.606963,0,0,NORMAL
2026-02-07T13:35:08.642964,0,0,NORMAL
2026-02-07T13:35:10.655694,0,0,NORMAL
2026-02-07T13:35:12.606386,0,0,NORMAL
2026-02-07T13:35:14.597079,0,0,NORMAL
2026-02-07T13:35:16.600179,0,0,NORMAL
2026-02-07T13:35:18.595195,0,0,NORMAL
2026-02-07T13:35:20.609081,0,0,NORMAL
2026-02-07T13:35:22.598910,0,0,NORMAL
2026-02-07T13:35:24.603989,0,0,NORMAL
2026-02-07T13:35:26.599695,0,0,NORMAL
2026-02-07T13:35:28.595198,0,0,NORMAL
2026-02-07T13:35:30.921943,0,0,NORMAL
2026-02-07T13:35:32.684462,0,0,NORMAL
2026-02-07T13:35:34.698764,0,0,NORMAL
2026-02-07T13:35:36.626888,0,0,NORMAL
2026-02-07T13:35:38.623231,0,0,NORMAL
2026-02-07T13:35:40.633097,0,0,NORMAL
2026-02-07T13:35:42.612926,0,0,NORMAL
2026-02-07T13:35:44.743055,0,0,NORMAL
2026-02-07T13:35:46.724892,0,0,NORMAL
2026-02-07T13:35:49.141241,0,0,NORMAL
2026-02-07T13:35:50.696404,0,0,NORMAL
2026-02-07T13:35:52.646521,0,0,NORMAL
2026-02-07T13:35:54.600703,0,0,NORMAL
2026-02-07T13:35:56.708486,0,0,NORMAL
2026-02-07T13:35:58.607814,0,0,NORMAL
2026-02-07T13:36:01.369990,0,0,NORMAL
2026-02-07T13:36:02.859710,0,0,NORMAL
2026-02-07T13:36:04.928007,0,0,NORMAL
2026-02-07T13:36:06.855194,0,0,NORMAL
2026-02-07T13:36:09.045749,0,0,NORMAL
2026-02-07T13:36:10.848499,0,0,NORMAL
2026-02-07T13:36:12.849691,0,0,NORMAL
2026-02-07T13:36:14.923974,0,0,NORMAL
2026-02-07T13:36:16.868279,0,0,NORMAL
2026-02-07T13:36:18.861224,0,0,NORMAL
2026-02-07T13:36:20.877909,0,0,NORMAL
2026-02-07T13:36:22.949361,0,0,NORMAL
2026-02-07T13:36:24.937864,0,0,NORMAL
2026-02-07T13:36:26.934256,0,0,NORMAL
2026-02-07T13:36:28.924982,0,0,NORMAL
2026-02-07T13:36:30.912720,0,0,NORMAL
2026-02-07T13:36:32.923702,0,0,NORMAL
2026-02-07T13:36:34.927498,0,0,NORMAL
2026-02-07T13:36:36.921539,0,0,NORMAL
2026-02-07T13:36:38.920075,0,0,NORMAL
2026-02-07T13:36:40.916075,0,0,NORMAL
2026-02-07T13:36:42.927692,0,0,NORMAL
2026-02-07T13:36:44.915914,0,0,NORMAL
2026-02-07T13:36:46.919953,0,0,NORMAL
2026-02-07T13:36:48.916757,0,0,NORMAL
2026-02-07T13:36:50.924073,0,0,NORMAL
2026-02-07T13:36:53.515559,0,0,NORMAL
2026-02-07T13:36:54.924944,0,0,NORMAL
2026-02-07T13:36:56.925164,0,0,NORMAL
2026-02-07T13:36:58.916261,0,0,NORMAL
2026-02-07T13:37:00.917913,0,0,NORMAL
2026-02-07T13:37:02.926780,0,0,NORMAL
2026-02-07T13:37:04.955795,0,0,NORMAL
2026-02-07T13:37:06.920283,0,0,NORMAL
2026-02-07T13:37:08.925683,0,0,NORMAL
2026-02-07T13:37:10.922850,0,0,NORMAL
2026-02-07T13:37:12.930856,0,0,NORMAL
2026-02-07T13:37:14.929539,0,0,NORMAL
2026-02-07T13:37:16.933537,0,0,NORMAL
2026-02-07T13:37:18.916041,0,0,NORMAL
2026-02-07T13:37:20.938385,0,0,NORMAL
2026-02-07T13:37:22.920413,0,0,NORMAL
2026-02-07T13:37:24.952214,0,0,NORMAL
2026-02-07T13:37:26.923535,0,0,NORMAL
2026-02-07T13:37:29.028618,0,0,NORMAL
2026-02-07T13:37:30.919337,0,0,NORMAL
2026-02-07T13:37:32.934053,0,0,NORMAL
2026-02-07T13:37:34.922634,0,0,NORMAL
2026-02-07T13:37:36.917558,0,0,NORMAL
2026-02-07T13:37:38.929612,0,0,NORMAL
2026-02-07T13:37:40.920890,0,0,NORMAL
2026-02-07T13:37:42.925576,0,0,NORMAL
2026-02-07T13:37:44.915962,0,0,NORMAL
2026-02-07T13:37:46.918012,0,0,NORMAL
2026-02-07T13:37:49.630663,0,0,NORMAL
2026-02-07T13:37:50.942733,0,0,NORMAL
2026-02-07T13:37:52.926565,0,0,NORMAL
2026-02-07T13:37:54.931432,0,0,NORMAL
2026-02-07T13:37:56.927397,0,0,NORMAL
2026-02-07T13:37:58.915189,0,0,NORMAL
2026-02-07T13:38:00.932989,0,0,NORMAL
2026-02-07T13:38:02.929136,0,0,NORMAL
2026-02-07T13:38:04.917229,0,0,NORMAL
2026-02-07T13:38:06.927383,0,0,NORMAL
2026-02-07T13:38:08.917356,0,0,NORMAL
2026-02-07T13:38:10.920407,0,0,NORMAL
2026-02-07T13:38:12.927869,0,0,NORMAL
2026-02-07T13:38:14.918540,0,0,NORMAL
2026-02-07T13:38:16.932152,0,0,NORMAL
2026-02-07T13:38:18.923484,0,0,NORMAL
2026-02-07T13:38:20.918634,0,0,NORMAL
2026-02-07T13:38:22.987290,0,0,NORMAL
2026-02-07T13:38:24.944117,0,0,NORMAL
2026-02-07T13:38:26.915539,0,0,NORMAL
2026-02-07T13:38:28.918379,0,0,NORMAL
2026-02-07T13:38:30.918579,0,0,NORMAL
2026-02-07T13:38:32.920701,0,0,NORMAL
2026-02-07T13:38:34.916839,0,0,NORMAL
2026-02-07T13:38:36.922382,0,0,NORMAL
2026-02-07T13:38:38.920346,0,0,NORMAL
2026-02-07T13:38:40.927805,0,0,NORMAL
2026-02-07T13:38:43.537160,0,0,NORMAL
2026-02-07T13:38:44.995663,0,0,NORMAL
2026-02-07T13:38:47.023669,0,0,NORMAL
2026-02-07T13:38:49.014504,0,0,NORMAL
2026-02-07T13:38:51.003327,0,0,NORMAL
2026-02-07T13:38:53.016849,0,0,NORMAL
2026-02-07T13:38:55.015700,0,0,NORMAL
2026-02-07T13:38:57.008066,0,0,NORMAL
2026-02-07T13:38:59.008246,0,0,NORMAL
2026-02-07T13:39:01.003301,0,0,NORMAL
2026-02-07T13:39:03.542076,0,0,NORMAL
2026-02-07T13:39:05.005492,0,0,NORMAL
2026-02-07T13:39:07.015761,0,0,NORMAL
2026-02-07T13:39:09.004424,0,0,NORMAL
2026-02-07T13:39:11.004766,0,0,NORMAL
2026-02-07T13:39:13.012501,0,0,NORMAL
2026-02-07T13:39:15.011252,0,0,NORMAL
2026-02-07T13:39:16.996927,0,0,NORMAL
2026-02-07T13:39:19.011727,0,0,NORMAL
2026-02-07T13:39:21.011153,0,0,NORMAL
2026-02-07T13:39:23.011185,0,0,NORMAL
2026-02-07T13:39:25.053165,0,0,NORMAL
2026-02-07T13:39:27.012016,0,0,NORMAL
2026-02-07T13:39:29.032481,0,0,NORMAL
2026-02-07T13:39:30.997572,0,0,NORMAL
2026-02-07T13:39:33.028134,0,0,NORMAL
2026-02-07T13:39:35.000734,0,0,NORMAL
2026-02-07T13:39:37.000528,0,0,NORMAL
2026-02-07T13:39:39.012184,0,0,NORMAL
2026-02-07T13:39:41.003965,0,0,NORMAL
2026-02-07T13:39:43.010483,0,0,NORMAL
2026-02-07T13:39:45.018283,0,0,NORMAL
2026-02-07T13:39:46.997994,0,0,NORMAL
2026-02-07T13:39:49.637941,0,0,NORMAL
2026-02-07T13:39:51.082377,0,0,NORMAL
2026-02-07T13:39:53.072137,0,0,NORMAL
2026-02-07T13:39:55.070814,0,0,NORMAL
2026-02-07T13:39:57.050270,0,0,NORMAL
2026-02-07T13:39:59.065955,0,0,NORMAL
2026-02-07T13:40:01.061637,0,0,NORMAL
2026-02-07T13:40:03.054233,0,0,NORMAL
2026-02-07T13:40:05.614752,0,0,NORMAL
2026-02-07T13:40:07.124379,0,0,NORMAL
2026-02-07T13:40:09.117921,0,0,NORMAL
2026-02-07T13:40:11.125175,0,0,NORMAL
2026-02-07T13:40:13.124973,0,0,NORMAL
2026-02-07T13:40:15.477663,0,0,NORMAL
2026-02-07T13:40:17.201520,0,0,NORMAL
2026-02-07T13:40:19.205568,0,0,NORMAL
2026-02-07T13:40:21.217447,0,0,NORMAL
2026-02-07T13:40:23.202380,0,0,NORMAL
2026-02-07T13:40:25.229717,0,0,NORMAL
2026-02-07T13:40:27.230529,0,0,NORMAL
2026-02-07T13:40:29.220559,0,0,NORMAL
2026-02-07T13:40:31.204765,0,0,NORMAL
2026-02-07T13:40:33.217755,0,0,NORMAL
2026-02-07T13:40:35.204974,0,0,NORMAL
2026-02-07T13:40:37.213267,0,0,NORMAL
2026-02-07T13:40:39.208884,0,0,NORMAL
2026-02-07T13:40:41.211048,0,0,NORMAL
2026-02-07T13:40:43.201374,0,0,NORMAL
2026-02-07T13:40:45.215579,0,0,NORMAL
2026-02-07T13:40:47.198740,0,0,NORMAL
2026-02-07T13:40:49.207447,0,0,NORMAL
2026-02-07T13:40:51.218263,0,0,NORMAL
2026-02-07T13:40:53.202967,0,0,NORMAL
2026-02-07T13:40:55.199610,0,0,NORMAL
2026-02-07T13:40:57.201774,0,0,NORMAL
2026-02-07T13:40:59.233455,0,0,NORMAL
2026-02-07T13:41:01.323825,0,0,NORMAL
2026-02-07T13:41:03.320476,0,0,NORMAL
2026-02-07T13:41:05.316650,0,0,NORMAL
2026-02-07T13:41:07.333592,0,0,NORMAL
2026-02-07T13:41:09.487758,0,0,NORMAL
2026-02-07T13:41:11.416303,0,0,NORMAL
2026-02-07T13:41:13.416685,0,0,NORMAL
2026-02-07T13:41:15.429203,0,0,NORMAL
2026-02-07T13:41:17.411889,0,0,NORMAL
2026-02-07T13:41:19.403052,0,0,NORMAL
2026-02-07T13:41:21.417438,0,0,NORMAL
2026-02-07T13:41:23.397530,0,0,NORMAL
2026-02-07T13:41:25.400750,0,0,NORMAL
2026-02-07T13:41:27.599211,0,0,NORMAL
2026-02-07T13:41:29.521822,0,0,NORMAL
2026-02-07T13:41:31.516673,0,0,NORMAL
2026-02-07T13:41:33.527949,0,0,NORMAL
2026-02-07T13:41:35.521125,0,0,NORMAL
2026-02-07T13:41:37.526168,0,0,NORMAL
2026-02-07T13:41:39.521841,0,0,NORMAL
2026-02-07T13:41:41.523852,0,0,NORMAL
2026-02-07T13:41:43.570561,0,0,NORMAL
2026-02-07T13:41:45.539935,0,0,NORMAL
2026-02-07T13:41:47.529273,0,0,NORMAL
2026-02-07T13:41:49.889262,0,0,NORMAL
2026-02-07T13:41:51.666341,0,0,NORMAL
2026-02-07T13:41:53.660211,0,0,NORMAL
2026-02-07T13:41:55.647468,0,0,NORMAL
2026-02-07T13:41:57.644575,0,0,NORMAL
2026-02-07T13:41:59.653176,0,0,NORMAL
2026-02-07T13:42:01.663854,0,0,NORMAL
2026-02-07T13:42:04.105220,0,0,NORMAL
2026-02-07T13:42:05.799525,0,0,NORMAL
2026-02-07T13:42:07.798497,0,0,NORMAL
2026-02-07T13:42:09.811295,0,0,NORMAL
2026-02-07T13:42:11.806304,0,0,NORMAL
2026-02-07T13:42:13.810922,0,0,NORMAL
2026-02-07T13:42:15.800774,0,0,NORMAL
2026-02-07T13:42:17.823769,0,0,NORMAL
2026-02-07T13:42:19.815081,0,0,NORMAL
2026-02-07T13:42:21.807172,0,0,NORMAL
2026-02-07T13:42:23.839476,0,0,NORMAL
2026-02-07T13:42:25.798273,0,0,NORMAL
2026-02-07T13:42:27.809216,0,0,NORMAL
2026-02-07T13:42:29.813156,0,0,NORMAL
2026-02-07T13:42:31.807795,0,0,NORMAL
2026-02-07T13:42:33.800366,0,0,NORMAL
2026-02-07T13:42:35.809249,0,0,NORMAL
2026-02-07T13:42:37.818251,0,0,NORMAL
2026-02-07T13:42:39.811605,0,0,NORMAL
2026-02-07T13:42:42.306895,0,0,NORMAL
2026-02-07T13:42:43.805772,0,0,NORMAL
2026-02-07T13:42:45.819694,0,0,NORMAL
2026-02-07T13:42:47.804114,0,0,NORMAL
2026-02-07T13:42:49.809739,0,0,NORMAL
2026-02-07T13:42:51.811176,0,0,NORMAL
2026-02-07T13:42:53.986974,0,0,NORMAL
2026-02-07T13:42:55.921746,0,0,NORMAL
2026-02-07T13:42:58.049374,0,0,NORMAL
2026-02-07T13:43:00.061095,0,0,NORMAL
2026-02-07T13:43:02.062639,0,0,NORMAL
2026-02-07T13:43:04.047369,0,0,NORMAL
2026-02-07T13:43:06.045931,0,0,NORMAL
2026-02-07T13:43:08.045446,0,0,NORMAL
2026-02-07T13:43:10.058727,0,0,NORMAL
2026-02-07T13:43:12.044960,0,0,NORMAL
2026-02-07T13:43:14.052413,0,0,NORMAL
2026-02-07T13:43:16.045684,0,0,NORMAL
2026-02-07T13:43:18.051242,0,0,NORMAL
2026-02-07T13:43:20.213363,0,0,NORMAL
2026-02-07T13:43:22.198695,0,0,NORMAL
2026-02-07T13:43:24.212471,0,0,NORMAL
2026-02-07T13:43:26.212045,0,0,NORMAL
2026-02-07T13:43:28.224471,0,0,NORMAL
2026-02-07T13:43:30.530345,0,0,NORMAL
2026-02-07T13:43:32.284746,0,0,NORMAL
2026-02-07T13:43:34.278225,0,0,NORMAL
2026-02-07T13:43:36.266792,0,0,NORMAL
2026-02-07T13:43:38.650162,0,0,NORMAL
2026-02-07T13:43:40.398256,0,0,NORMAL
2026-02-07T13:43:42.398049,0,0,NORMAL
2026-02-07T13:43:44.408478,0,0,NORMAL
2026-02-07T13:43:46.408075,0,0,NORMAL
2026-02-07T13:43:48.756814,0,0,NORMAL
2026-02-07T13:43:50.447608,0,0,NORMAL
2026-02-07T13:43:52.442449,0,0,NORMAL
2026-02-07T13:43:54.487177,0,0,NORMAL
2026-02-07T13:43:56.445275,0,0,NORMAL
2026-02-07T13:43:58.632004,0,0,NORMAL
2026-02-07T13:44:00.519328,0,0,NORMAL
2026-02-07T13:44:02.528699,0,0,NORMAL
2026-02-07T13:44:04.521390,0,0,NORMAL
2026-02-07T13:44:06.772098,0,0,NORMAL
2026-02-07T13:44:08.640486,0,0,NORMAL
2026-02-07T13:44:10.651561,0,0,NORMAL
2026-02-07T13:44:12.644192,0,0,NORMAL
2026-02-07T13:44:14.658113,0,0,NORMAL
2026-02-07T13:44:16.657457,0,0,NORMAL
2026-02-07T13:44:19.079935,0,0,NORMAL
2026-02-07T13:44:21.063544,0,0,NORMAL
2026-02-07T13:44:23.061644,0,0,NORMAL
2026-02-07T13:44:25.070144,0,0,NORMAL
2026-02-07T13:44:27.039250,0,0,NORMAL
2026-02-07T13:44:29.336347,0,0,NORMAL
2026-02-07T13:44:31.120565,0,0,NORMAL
2026-02-07T13:44:33.136455,0,0,NORMAL
2026-02-07T13:44:35.136120,0,0,NORMAL
2026-02-07T13:44:37.143160,0,0,NORMAL
2026-02-07T13:44:39.125181,0,0,NORMAL
2026-02-07T13:44:41.129841,0,0,NORMAL
2026-02-07T13:44:43.628537,0,0,NORMAL
2026-02-07T13:44:45.121693,0,0,NORMAL
2026-02-07T13:44:47.118497,0,0,NORMAL
2026-02-07T13:44:49.116681,0,0,NORMAL
2026-02-07T13:44:51.130340,0,0,NORMAL
2026-02-07T13:44:53.123849,0,0,NORMAL
2026-02-07T13:44:55.129460,0,0,NORMAL
2026-02-07T13:44:57.128956,0,0,NORMAL
2026-02-07T13:44:59.124295,0,0,NORMAL
2026-02-07T13:45:01.120747,0,0,NORMAL
2026-02-07T13:45:03.123785,0,0,NORMAL
2026-02-07T13:45:05.122849,0,0,NORMAL
2026-02-07T13:45:07.501004,0,0,NORMAL
2026-02-07T13:45:09.644660,0,0,NORMAL
2026-02-07T13:45:11.285552,0,0,NORMAL
2026-02-07T13:45:13.249625,0,0,NORMAL
2026-02-07T13:45:15.229186,0,0,NORMAL
2026-02-07T13:45:17.355977,0,0,NORMAL
2026-02-07T13:45:19.321697,0,0,NORMAL
2026-02-07T13:45:21.718718,0,0,NORMAL
2026-02-07T13:45:23.607174,0,0,NORMAL
2026-02-07T13:45:25.345722,0,0,NORMAL
2026-02-07T13:45:27.325065,0,0,NORMAL
2026-02-07T13:45:29.316879,0,0,NORMAL
2026-02-07T13:45:31.326583,0,0,NORMAL
2026-02-07T13:45:33.322457,0,0,NORMAL
2026-02-07T13:45:35.324275,0,0,NORMAL
2026-02-07T13:45:37.320490,0,0,NORMAL
2026-02-07T13:45:39.321738,0,0,NORMAL
2026-02-07T13:45:41.338165,0,0,NORMAL
2026-02-07T13:45:43.328550,0,0,NORMAL
2026-02-07T13:45:45.337150,0,0,NORMAL
2026-02-07T13:45:47.329184,0,0,NORMAL
2026-02-07T13:45:49.325340,0,0,NORMAL
2026-02-07T13:45:51.319189,0,0,NORMAL
2026-02-07T13:45:53.324387,0,0,NORMAL
2026-02-07T13:45:55.317589,0,0,NORMAL
2026-02-07T13:45:57.338530,0,0,NORMAL
2026-02-07T13:45:59.319002,0,0,NORMAL
2026-02-07T13:46:01.323290,0,0,NORMAL
2026-02-07T13:46:03.320778,0,0,NORMAL
2026-02-07T13:46:05.319181,0,0,NORMAL
2026-02-07T13:46:07.805843,0,0,NORMAL
2026-02-07T13:46:09.324517,0,0,NORMAL
2026-02-07T13:46:11.781803,0,0,NORMAL
2026-02-07T13:46:13.411170,0,0,NORMAL
2026-02-07T13:46:15.403682,0,0,NORMAL
2026-02-07T13:46:17.403529,0,0,NORMAL
2026-02-07T13:46:19.402520,0,0,NORMAL
2026-02-07T13:46:21.404634,0,0,NORMAL
2026-02-07T13:46:23.400121,0,0,NORMAL
2026-02-07T13:46:25.402722,0,0,NORMAL
2026-02-07T13:46:27.850083,0,0,NORMAL
2026-02-07T13:46:29.454305,0,0,NORMAL
2026-02-07T13:46:31.466931,0,0,NORMAL
2026-02-07T13:46:33.449541,0,0,NORMAL
2026-02-07T13:46:35.446074,0,0,NORMAL
2026-02-07T13:46:37.466297,0,0,NORMAL
2026-02-07T13:46:39.460745,0,0,NORMAL
2026-02-07T13:46:41.506111,0,0,NORMAL
2026-02-07T13:46:43.906725,0,0,NORMAL
2026-02-07T13:46:45.454522,0,0,NORMAL
2026-02-07T13:46:47.447313,0,0,NORMAL
2026-02-07T13:46:49.445114,0,0,NORMAL
2026-02-07T13:46:51.452299,0,0,NORMAL
2026-02-07T13:46:53.450281,0,0,NORMAL
2026-02-07T13:46:55.447413,0,0,NORMAL
2026-02-07T13:46:57.453949,0,0,NORMAL
2026-02-07T13:46:59.450231,0,0,NORMAL
2026-02-07T13:47:02.069383,0,0,NORMAL
2026-02-07T13:47:03.524300,0,0,NORMAL
2026-02-07T13:47:05.533962,0,0,NORMAL
2026-02-07T13:47:07.530132,0,0,NORMAL
2026-02-07T13:47:09.521169,0,0,NORMAL
2026-02-07T13:47:11.523201,0,0,NORMAL
2026-02-07T13:47:13.523733,0,0,NORMAL
2026-02-07T13:47:16.092957,0,0,NORMAL
2026-02-07T13:47:17.719047,0,0,NORMAL
2026-02-07T13:47:19.723882,0,0,NORMAL
2026-02-07T13:47:21.868431,0,0,NORMAL
2026-02-07T13:47:23.843606,0,0,NORMAL
2026-02-07T13:47:25.844605,0,0,NORMAL
2026-02-07T13:47:27.856755,0,0,NORMAL
2026-02-07T13:47:29.839640,0,0,NORMAL
2026-02-07T13:47:31.855385,0,0,NORMAL
2026-02-07T13:47:33.844981,0,0,NORMAL
2026-02-07T13:47:35.878340,0,0,NORMAL
2026-02-07T13:47:37.846535,0,0,NORMAL
2026-02-07T13:47:39.873059,0,0,NORMAL
2026-02-07T13:47:41.846575,0,0,NORMAL
2026-02-07T13:47:43.856983,0,0,NORMAL
2026-02-07T13:47:45.860281,0,0,NORMAL
2026-02-07T13:47:47.848591,0,0,NORMAL
2026-02-07T13:47:49.861699,0,0,NORMAL
2026-02-07T13:47:51.849336,0,0,NORMAL
2026-02-07T13:47:53.847588,0,0,NORMAL
2026-02-07T13:47:55.951142,0,0,NORMAL
2026-02-07T13:47:57.864788,0,0,NORMAL
2026-02-07T13:47:59.843511,0,0,NORMAL
2026-02-07T13:48:01.844956,0,0,NORMAL
2026-02-07T13:48:03.856871,0,0,NORMAL
2026-02-07T13:48:05.861530,0,0,NORMAL
2026-02-07T13:48:07.858474,0,0,NORMAL
2026-02-07T13:48:09.844447,0,0,NORMAL
2026-02-07T13:48:11.847999,0,0,NORMAL
2026-02-07T13:48:13.923177,0,0,NORMAL
2026-02-07T13:48:15.928161,0,0,NORMAL
2026-02-07T13:48:18.017625,0,0,NORMAL
2026-02-07T13:48:20.469632,0,0,NORMAL
2026-02-07T13:48:22.011877,0,0,NORMAL
2026-02-07T13:48:24.002240,0,0,NORMAL
2026-02-07T13:48:26.013128,0,0,NORMAL
2026-02-07T13:48:28.012558,0,0,NORMAL
2026-02-07T13:48:30.014152,0,0,NORMAL
2026-02-07T13:48:31.998462,0,0,NORMAL
2026-02-07T13:48:34.013433,0,0,NORMAL
2026-02-07T13:48:36.015466,0,0,NORMAL
2026-02-07T13:48:38.008541,0,0,NORMAL
2026-02-07T13:48:40.170141,0,0,NORMAL
2026-02-07T13:48:42.126665,0,0,NORMAL
2026-02-07T13:48:44.123807,0,0,NORMAL
2026-02-07T13:48:46.125226,0,0,NORMAL
2026-02-07T13:48:48.122168,0,0,NORMAL
2026-02-07T13:48:50.124611,0,0,NORMAL
2026-02-07T13:48:52.356405,0,0,NORMAL
2026-02-07T13:48:54.217654,0,0,NORMAL
2026-02-07T13:48:56.540863,0,0,NORMAL
2026-02-07T13:48:58.257730,0,0,NORMAL
2026-02-07T13:49:00.266960,0,0,NORMAL
2026-02-07T13:49:02.274091,0,0,NORMAL
2026-02-07T13:49:04.260301,0,0,NORMAL
2026-02-07T13:49:06.254870,0,0,NORMAL
2026-02-07T13:49:08.261135,0,0,NORMAL
2026-02-07T13:49:10.254042,0,0,NORMAL
2026-02-07T13:49:12.262983,0,0,NORMAL
2026-02-07T13:49:14.250299,0,0,NORMAL
2026-02-07T13:49:16.252732,0,0,NORMAL
2026-02-07T13:49:18.264338,0,0,NORMAL
2026-02-07T13:49:20.265934,0,0,NORMAL
2026-02-07T13:49:22.252205,0,0,NORMAL
2026-02-07T13:49:24.264111,0,0,NORMAL
2026-02-07T13:49:26.266071,0,0,NORMAL
2026-02-07T13:49:28.259500,0,0,NORMAL
2026-02-07T13:49:30.256954,0,0,NORMAL
2026-02-07T13:49:32.257349,0,0,NORMAL
2026-02-07T13:49:34.251064,0,0,NORMAL
2026-02-07T13:49:36.250660,0,0,NORMAL
2026-02-07T13:49:38.256358,0,0,NORMAL
2026-02-07T13:49:40.261640,0,0,NORMAL
2026-02-07T13:49:42.258882,0,0,NORMAL
2026-02-07T13:49:44.250590,0,0,NORMAL
2026-02-07T13:49:46.250505,0,0,NORMAL
2026-02-07T13:49:48.254403,0,0,NORMAL
2026-02-07T13:49:50.287772,0,0,NORMAL
2026-02-07T13:49:52.316110,0,0,NORMAL
2026-02-07T13:49:54.271086,0,0,NORMAL
2026-02-07T13:49:56.259525,0,0,NORMAL
2026-02-07T13:49:58.253920,0,0,NORMAL
2026-02-07T13:50:00.261281,0,0,NORMAL
2026-02-07T13:50:02.259663,0,0,NORMAL
2026-02-07T13:50:04.258840,0,0,NORMAL
2026-02-07T13:50:06.305943,0,0,NORMAL
2026-02-07T13:50:08.255946,0,0,NORMAL
2026-02-07T13:50:10.253473,0,0,NORMAL
